sample,neighbor_cell_type,mean (training),mean (reconstruction)
272,lymphocyte,0.016713091922005572,0.16593886462882096
273,tumor,7.5046728971962615,7.4281150159744405
273,lymphocyte,0.1308411214953271,0.1597444089456869
274,tumor,7.387964148527529,7.3919694072657744
274,lymphocyte,0.17413572343149808,0.11663479923518165
275,tumor,7.505582137161085,7.213114754098361
275,lymphocyte,0.03827751196172249,0.3559718969555035
276,tumor,7.559322033898305,7.503311258278146
276,lymphocyte,0.06295399515738499,0.016556291390728478
277,tumor,7.328205128205128,7.0344827586206895
277,lymphocyte,0.06153846153846154,0.3017241379310345
278,tumor,7.558859975216852,7.368421052631579
278,lymphocyte,0.022304832713754646,0.16696914700544466
279,tumor,7.55281207133059,7.4319066147859925
279,lymphocyte,0.05075445816186557,0.013618677042801557
280,tumor,7.268408551068884,7.2388059701492535
280,lymphocyte,0.15914489311163896,0.03731343283582089
281,tumor,7.271461716937355,7.242647058823529
281,lymphocyte,0.1531322505800464,0.029411764705882353
282,tumor,7.579532814238043,7.4832826747720365
282,lymphocyte,0.048943270300333706,0.09878419452887538
283,tumor,7.379310344827586,7.242647058823529
283,lymphocyte,0.07758620689655173,0.0
284,tumor,7.547581903276131,7.3544303797468356
284,lymphocyte,0.031201248049921998,0.15822784810126583
